PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,DEF_WS_RAW,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK,G,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,BOX_OUTS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,DEF_PLAYER_ID,DEF_PLAYER_NAME,avg_fg_pct_allowed,avg_3fg_pct_allowed,total_possessions,BLK_score,OPP_PTS_PAINT_score,DEF_RATING_score,rim_protection_score,CONTESTED_SHOTS_2PT_score,CONTESTED_SHOTS_3PT_score,shot_contesting_score,DEFLECTIONS_score,STL_score,CHARGES_DRAWN_score,ball_disruption_score,avg_fg_pct_allowed_score,avg_3fg_pct_allowed_score,on_ball_matchup_def_score,DREB_score,DEF_BOXOUTS_score,def_reb_score,SEASON
203932,Aaron Gordon,Aaron,1610612743,DEN,27.0,68,45,23,0.662,2055.1066666666666,110.9,282,0.136,0.197,54,0.16,51,0.273,683.0,543.0,582.0,2250.0,7.3,7.3014627478501435,133,35,226,64,96,191,80,210,227,121,367,51,136,435,423,434,459,47,68,374,267,107,79,1,59,144,28,23,51,0.549,0.451,12,20,31,22,32,0.375,0.625,0.969,0.688,203932,Aaron Gordon,0.26981065088757394,0.12198816568047337,4181.9,24.46808510638298,49.42922374429224,70.4697986577181,44.704912017485,19.69823973176865,19.069767441860467,19.32115635782374,17.194570135746606,31.48148148148148,3.7037037037037033,18.822272498743086,80.1274271796573,59.59111390412719,69.85927054189224,26.198083067092654,12.76595744680851,20.15362653796479,2022-23
1630174,Aaron Nesmith,Aaron,1610612754,IND,23.0,73,30,43,0.411,1816.4033333333334,118.5,215,0.119,0.184,55,0.204,34,0.147,679.0,563.0,559.0,2014.0,2.44,2.441571566481779,92,207,499,402,143,501,146,276,258,119,226,95,283,431,439,421,417,302,73,396,246,150,109,12,29,71,11,23,34,0.324,0.676,5,37,29,13,42,0.119,0.881,0.906,0.406,1630174,Aaron Nesmith,0.326413407821229,0.1550586592178771,3765.7,15.425531914893616,62.89954337899544,19.46308724832218,33.050824760686396,17.93797150041911,39.06976744186046,30.617049065283922,30.76923076923077,32.407407407407405,44.44444444444444,34.761396011396016,51.92710569614435,31.752881717752846,41.8399937069486,15.495207667731629,24.822695035460992,19.692576983209843,2022-23
201143,Al Horford,Al,1610612738,BOS,37.0,63,44,19,0.698,1921.375,111.1,317,0.159,0.22,30,0.12,61,0.286,597.0,478.0,483.0,1972.0,6.63,6.626101033639162,189,40,176,33,123,204,60,143,175,252,465,37,127,384,382,380,409,67,63,636,407,229,75,0,117,280,19,10,29,0.655,0.345,15,73,81,38,88,0.17,0.83,0.953,0.447,201143,Al Horford,0.3242333333333333,0.17607,3897.6,29.78723404255319,65.29680365296804,69.12751677852353,52.05065409019097,31.43336127409891,75.81395348837209,58.06171660266281,15.384615384615385,9.25925925925926,0.0,9.394586894586894,53.013250695913946,14.065858614265943,33.539554655089944,31.789137380191697,50.35460992907801,40.14360002719054,2022-23
1627936,Alex Caruso,Alex,1610612741,CHI,29.0,67,33,34,0.493,1575.3766666666668,106.5,154,0.099,0.143,98,0.35,46,0.28,499.0,354.0,367.0,1364.0,7.51,7.512243147872922,145,162,403,292,174,68,220,373,392,14,28,65,130,340,313,319,328,43,67,354,163,191,227,14,56,127,14,25,39,0.359,0.641,0,21,17,4,21,0.0,1.0,1.0,0.235,1627936,Alex Caruso,0.3071358024691358,0.1438858024691358,3172.4,21.808510638297875,100.0,100.0,68.72340425531915,10.980720871751885,58.139534883720934,39.27600927893331,84.16289592760181,72.22222222222221,51.85185185185185,71.90589911178147,61.53149067333762,41.15802047096718,51.3447555721524,5.7507987220447285,13.47517730496454,9.226769084358644,2022-23
1630578,Alperen Sengun,Alperen,1610612745,HOU,20.0,75,18,57,0.24,2170.6566666666668,120.3,436,0.204,0.293,70,0.232,70,0.366,893.0,608.0,855.0,2222.0,1.81,1.8070077758993786,70,339,534,492,73,521,27,66,76,63,142,29,81,526,467,534,455,345,75,628,499,129,133,9,253,580,25,17,42,0.595,0.405,37,102,132,81,139,0.266,0.734,0.992,0.609,1630578,Alperen Sengun,0.368432664756447,0.14667908309455588,4372.9,34.57446808510639,51.02739726027398,7.382550335570524,33.535013859031075,39.14501257334451,29.30232558139535,33.23940037817501,41.6289592760181,46.2962962962963,33.33333333333333,41.188620747444276,30.99249723775453,38.8066798559807,34.89958854686761,50.798722044728436,70.92198581560284,59.85419074162192,2022-23
1629614,Andrew Nembhard,Andrew,1610612754,IND,23.0,75,32,43,0.427,2073.5316666666668,118.2,164,0.078,0.121,70,0.226,13,0.051,786.0,680.0,663.0,2354.0,2.99,2.985792484036291,70,178,499,382,94,493,208,472,463,63,157,262,464,487,511,478,475,260,75,269,156,113,138,15,16,40,18,24,42,0.429,0.571,0,19,16,4,19,0.0,1.0,0.941,0.235,1629614,Andrew Nembhard,0.3114097035040431,0.11875741239892183,4301.0,4.25531914893617,43.49315068493151,21.476510067114106,22.29385791607902,10.393964794635373,21.86046511627907,17.273864987621593,43.89140271493213,46.2962962962963,55.55555555555556,47.64915367856544,59.40217065957265,62.31071226412745,60.85644146185005,7.348242811501597,12.056737588652481,9.467065461219496,2022-23
1629014,Anfernee Simons,Anfernee,1610612757,POR,24.0,62,27,35,0.435,2170.66,115.7,143,0.067,0.1,42,0.145,14,0.07,745.0,609.0,640.0,2368.0,4.66,4.656906422690617,203,238,420,374,72,426,238,508,508,181,402,248,434,466,468,466,477,161,62,283,146,137,101,2,15,34,11,16,27,0.407,0.593,0,5,5,3,5,0.0,1.0,1.0,0.6,1629014,Anfernee Simons,0.3689382352941177,0.12585000000000002,4369.5,4.787234042553192,42.69406392694064,38.255033557046985,26.421574380712247,9.555741827326068,33.02325581395349,23.63625021930252,27.149321266968325,20.37037037037037,7.4074074074074066,19.84120998826881,30.740614600454418,56.34028124477487,43.540447922614646,3.993610223642172,2.127659574468085,3.1539324315138333,2022-23
203076,Anthony Davis,Anthony,1610612747,LAL,30.0,56,31,25,0.554,1904.51,109.5,507,0.248,0.357,59,0.208,114,0.591,638.0,498.0,632.0,1996.0,7.46,7.456244374169742,253,191,256,178,127,143,15,23,23,102,210,7,17,408,393,463,413,45,55,592,453,139,116,2,178,397,26,31,57,0.456,0.544,39,72,108,83,111,0.351,0.649,1.0,0.769,203076,Anthony Davis,0.3260408163265306,0.1150952380952381,3955.9,57.97872340425532,63.926940639269404,79.86577181208054,65.53236153846655,35.28918692372171,33.95348837209302,34.48776779274449,33.93665158371041,36.11111111111111,7.4074074074074066,28.0654013742249,52.112736229032244,65.39347419683386,58.75310521293305,62.14057507987221,49.645390070921984,56.51774182584461,2022-23
1630162,Anthony Edwards,Anthony,1610612750,MIN,21.0,79,40,39,0.506,2841.455,111.9,411,0.139,0.21,125,0.259,58,0.172,1049.0,819.0,839.0,2994.0,9.17,9.165744824637706,27,74,472,261,2,257,34,207,195,3,101,44,235,538,537,533,534,13,79,358,176,182,204,0,2,5,25,24,49,0.51,0.49,2,14,15,9,16,0.125,0.875,0.938,0.563,1630162,Anthony Edwards,0.35962500000000003,0.17286141304347827,5866.9,28.191489361702125,6.963470319634703,63.75838926174494,29.653407671989232,12.070410729253982,53.95348837209303,37.20025731495741,73.7556561085973,97.22222222222221,0.0,63.530040221216694,35.38060465700868,16.766797703209356,26.07370118010902,46.80511182108626,8.51063829787234,29.572598735639996,2022-23
1630559,Austin Reaves,Austin,1610612747,LAL,25.0,64,35,29,0.547,1843.2266666666667,110.5,160,0.079,0.118,33,0.14,19,0.099,649.0,533.0,592.0,1990.0,6.74,6.7425347580559345,181,137,327,193,136,181,213,470,470,231,417,198,368,416,415,443,412,64,64,337,181,156,67,19,18,41,13,14,27,0.481,0.519,0,17,17,2,17,0.0,1.0,1.0,0.118,1630559,Austin Reaves,0.3415907780979827,0.1359077809798271,3845.0,7.446808510638298,64.26940639269407,73.15436241610739,43.76160624572509,12.489522212908634,41.86046511627907,30.1120879549309,11.76470588235294,12.037037037037036,70.37037037037037,26.51143790849673,44.365517811292,47.87379610207667,46.11965695668434,6.7092651757188495,10.638297872340425,8.47732988919856,2022-23
